No,KoreanName,EnglishName,KCD,VCode,Support,PrimarySpecialty,RelatedSpecialties,AllSpecialties,Confidence,Reason
219,초점성 및 분절성 유리질증을 동반한 신증후군,Nephrotic syndrome with focal and segmental hyalinosis,N04.1,V263,의료비(급여부분),신장내과,소아청소년과/의학유전학; 이비인후과,소아청소년과/의학유전학; 신장내과; 이비인후과,중,"소아청소년과/의학유전학: 증후군, syndrome | 신장내과: 신증, neph | 이비인후과: ot"
218,초점성 사구체신염을 동반한 신증후군,Nephrotic syndrome with focal glomerulonephritis,N04.1,V263,의료비(급여부분),신장내과,소아청소년과/의학유전학; 이비인후과,소아청소년과/의학유전학; 신장내과; 이비인후과,중,"소아청소년과/의학유전학: 증후군, syndrome | 신장내과: 사구체, 신증, 신염, neph | 이비인후과: ot"
217,초프라-아미엘-고든 증후군,Chopra-Amiel-Gordon syndrome,없음,V900,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, syndrome"
216,촙스 증후군,CHOPS syndrome,없음,V900,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, syndrome"
215,총동맥간,Common arterial trunk,Q20.0,V144,의료비(급여부분),심장내과/소아심장과,,심장내과/소아심장과,중상,심장내과/소아심장과: arter
214,총방실관,Common atrioventricular canal,Q21.2,V269,의료비(급여부분),심장내과/소아심장과,,심장내과/소아심장과,중상,"심장내과/소아심장과: ventric, atri, ven"
213,촤지 증후군,CHARGE syndrome,Q87.8,V267,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, syndrome"
212,최소변화병변을 동반한 신증후군,Nephrotic syndrome with minimal change lesion,N04.0,V263,의료비(급여부분),신장내과,소아청소년과/의학유전학; 이비인후과,소아청소년과/의학유전학; 신장내과; 이비인후과,중,"소아청소년과/의학유전학: 증후군, syndrome | 신장내과: 신증, neph | 이비인후과: ot"
211,축삭 회전타원체 및 색소침착된 아교세포를 동반한 성인-발병 백질뇌병증(ALSP),Adult-onset leukoencephalopathy with axonal spheroids and pigmented glia (ALSP),없음,V900,의료비(급여부분),신경과,혈액종양내과; 피부과,신경과; 혈액종양내과; 피부과,중,"신경과: 뇌, 뇌병증, 백질, encephal | 혈액종양내과: leuk | 피부과: 색소, pigment"
210,취약X증후군,Fragile X syndrome,Q99.2,V245,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, syndrome"
209,층판비늘증,Lamellar ichthyosis,Q80.2,V900,의료비(급여부분),미분류,,미분류,하,미분류: 명시적 진료과 키워드 미검출
208,치사성 단신,Thanatophoric short stature,Q77.1,V228,의료비(급여부분),치과/구강악안면외과,,치과/구강악안면외과,중상,치과/구강악안면외과: 치
207,치사성 수포성 표피박리증,Epidermolysis bullosa letalis,Q81.1,V184,의료비(급여부분),피부과,치과/구강악안면외과,피부과; 치과/구강악안면외과,중,"피부과: 표피, 수포, epiderm | 치과/구강악안면외과: 치"
206,치상핵적핵담창구시상하핵 위축증,Dentatorubropallidoluysian atrophy (DRPLA),없음,V900,의료비(급여부분),치과/구강악안면외과,,치과/구강악안면외과,중상,치과/구강악안면외과: 치
205,칠턴-오쿠르-청 신경발달 증후군,Chilton-Okur-Chung neurodevelopmental syndrome,없음,V900,의료비(급여부분),신경과,소아청소년과/의학유전학; 비뇨의학과,신경과; 소아청소년과/의학유전학; 비뇨의학과,중,"신경과: 신경, neu | 소아청소년과/의학유전학: 증후군, syndrome | 비뇨의학과: uro"
204,카나반 병,Canavan’s disease,E75.2,V900,의료비(급여부분),미분류,,미분류,하,미분류: 명시적 진료과 키워드 미검출
203,카다실,"CADASIL, Cerebral autosomal dominant arteriopathy with subcortical infarcts and leukoencephalopathy",F01.1,V122,의료비(급여부분),신경과,심장내과/소아심장과; 혈액종양내과,신경과; 심장내과/소아심장과; 혈액종양내과,중,"신경과: cereb, encephal | 심장내과/소아심장과: arter | 혈액종양내과: leuk"
202,카라실 증후군,CARASIL syndrome (Cerebral autosomal recessive arteriopathy with subcortical infarcts and leukoencephalopathy),없음,V900,의료비(급여부분),신경과,소아청소년과/의학유전학; 심장내과/소아심장과; 혈액종양내과,신경과; 소아청소년과/의학유전학; 심장내과/소아심장과; 혈액종양내과,중,"신경과: cereb, encephal | 소아청소년과/의학유전학: 증후군, syndrome | 심장내과/소아심장과: arter | 혈액종양내과: leuk"
201,카무라티-엥겔만증후군,Camurati-Engelmann syndrome,Q78.3,V266,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, syndrome"
200,카복실레이스피루브산염의 결핍,Deficiency of carboxylase pyruvate,E74.4,V117,의료비(급여부분),미분류,,미분류,하,미분류: 명시적 진료과 키워드 미검출
199,카사바흐-메리트 증후군,Kasabach-meritt syndrome,없음,V900,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, syndrome"
198,카테콜라민 다형성 심실성 빈맥,Catecholaminergic polymorphic ventricular tachycardia,I47.2,V900,의료비(급여부분),심장내과/소아심장과,,심장내과/소아심장과,중상,"심장내과/소아심장과: 심실, card, ventric, ven"
197,카파경쇄결핍,Kappa light chain deficiency,D80.8,V111,의료비(급여부분),미분류,,미분류,하,미분류: 명시적 진료과 키워드 미검출
196,카펜터 증후군,Carpenter´s syndrome,Q87.0,V185,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, syndrome"
195,칸투증후군,Cantú syndrome,없음,V900,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, syndrome"
194,캐치22(22염색체 미세결실) 증후군,CATCH22 syndrome,Q93.5,V217,의료비(급여부분),치과/구강악안면외과,소아청소년과/의학유전학,소아청소년과/의학유전학; 치과/구강악안면외과,중상,"소아청소년과/의학유전학: 증후군, 염색체, syndrome | 치과/구강악안면외과: 치"
193,컨스-세이어증후군,Kearns-Sayre syndrome,H49.8,V261,의료비(급여부분),이비인후과,소아청소년과/의학유전학,소아청소년과/의학유전학; 이비인후과,중상,"소아청소년과/의학유전학: 증후군, syndrome | 이비인후과: ear"
192,케네디 병,Kennedy disease,G12.28,V123,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",미분류,,미분류,하,미분류: 명시적 진료과 키워드 미검출
191,케이비지 증후군,KBG syndrome,없음,V900,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, syndrome"
190,코리병,Cori’s disease,E74.0,V117,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비, 옥수수전분",이비인후과,,이비인후과,중상,이비인후과: 코
189,코스텔로 증후군,Costello syndrome,없음,V900,의료비(급여부분),이비인후과,소아청소년과/의학유전학; 정형외과,소아청소년과/의학유전학; 이비인후과; 정형외과,중,"소아청소년과/의학유전학: 증후군, syndrome | 이비인후과: 코 | 정형외과: oste"
188,코스트만병,Kostmann’s disease,D70,V108,의료비(급여부분),이비인후과,,이비인후과,중상,이비인후과: 코
187,코오간증후군,Cogan’s syndrome,H16.3,V900,의료비(급여부분),이비인후과,소아청소년과/의학유전학,소아청소년과/의학유전학; 이비인후과,중상,"소아청소년과/의학유전학: 증후군, syndrome | 이비인후과: 코"
186,코츠망막병증,Coats retinopathy,H35.0,V260,의료비(급여부분),안과,이비인후과,안과; 이비인후과,중,"안과: 망막, retin | 이비인후과: 코"
185,코케인 증후군,Cockayne syndrome,Q87.1,V158,의료비(급여부분),이비인후과,소아청소년과/의학유전학,소아청소년과/의학유전학; 이비인후과,중상,"소아청소년과/의학유전학: 증후군, syndrome | 이비인후과: 코"
184,코핀-로우리 증후군,Coffin-Lowry syndrome,Q87.5,V900,의료비(급여부분),이비인후과,소아청소년과/의학유전학,소아청소년과/의학유전학; 이비인후과,중상,"소아청소년과/의학유전학: 증후군, syndrome | 이비인후과: 코"
183,코핀-시리스 증후군,Coffin-Siris syndrome,없음,V900,의료비(급여부분),안과,소아청소년과/의학유전학; 이비인후과,안과; 소아청소년과/의학유전학; 이비인후과,중,"안과: iris | 소아청소년과/의학유전학: 증후군, syndrome | 이비인후과: 코"
182,코헨 증후군,Cohen syndrome,없음,V900,의료비(급여부분),이비인후과,소아청소년과/의학유전학,소아청소년과/의학유전학; 이비인후과,중상,"소아청소년과/의학유전학: 증후군, syndrome | 이비인후과: 코"
181,콜만증후군,Kallmann’s syndrome,E23.0,V165,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, syndrome"
180,쿠울리빈혈,Cooley’s anaemia,D56.1,V232,의료비(급여부분),혈액종양내과,,혈액종양내과,중상,혈액종양내과: 빈혈
179,쿠프스병,Kufs’ disease,E75.4,V117,의료비(급여부분),미분류,,미분류,하,미분류: 명시적 진료과 키워드 미검출
178,쿨렌-드 브리스 증후군,Koolen-de Vries syndrome,Q87.8,V900,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, syndrome"
177,큐라리노 증후군,Currarino syndrome,없음,V900,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, syndrome"
176,크라베병,Krabbe’s disease,E75.2,V117,"의료비(급여부분), 간병비",미분류,,미분류,하,미분류: 명시적 진료과 키워드 미검출
175,크라이오피린 연관 주기 (발열) 증후군,Cryopyrin associated periodic (fever) syndrome,없음,V900,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, syndrome"
174,크레스트증후군,CR(E)ST syndrome,M34.1,V138,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, syndrome"
173,크로이츠펠트-야콥병,Creutzfeldt-Jakob disease,A81.0,V102,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기",미분류,,미분류,하,미분류: 명시적 진료과 키워드 미검출
172,크론카이드-카나다 증후군,Cronkhite-Canada syndrome,없음,V900,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, syndrome"
171,크루존병,Crouzon’s disease,Q75.1,V151,의료비(급여부분),미분류,,미분류,하,미분류: 명시적 진료과 키워드 미검출
170,크리스마스병,Christmas disease,D67,V009,의료비(급여부분),미분류,,미분류,하,미분류: 명시적 진료과 키워드 미검출
169,큰뇌이랑증,Pachygyria,Q04.3,V214,의료비(급여부분),신경과,,신경과,중상,신경과: 뇌
168,"클라인펠터증후군, 두 개 이상의 X염색체를 가진 남성","Klinefelter’s syndrome, male with more than two X chromosomes",Q98.1,V218,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, 염색체, syndrome, chromosome"
167,"클라인펠터증후군, 핵형 46, XX를 가진 남성","Klinefelter’s syndrome, male with 46,XX karyotype",Q98.2,V218,의료비(급여부분),이비인후과,소아청소년과/의학유전학,소아청소년과/의학유전학; 이비인후과,중상,"소아청소년과/의학유전학: 증후군, syndrome | 이비인후과: ot"
166,"클라인펠터증후군, 핵형 47, XXY","Klinefelter’s syndrome karyotype 47, XXY",Q98.0,V218,의료비(급여부분),이비인후과,소아청소년과/의학유전학,소아청소년과/의학유전학; 이비인후과,중상,"소아청소년과/의학유전학: 증후군, syndrome | 이비인후과: ot"
165,클리펠-트레노우네이-베버 증후군,Klippel-Trénaunay-Weber syndrome,Q87.2,V243,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, syndrome"
164,클리펠-파일증후군,Klippel-Feil syndrome,Q76.1,V900,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, syndrome"
163,클리프스트라 증후군,Kleefstra syndrome,없음,V900,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, syndrome"
162,타루이병,Tarui’s disease,E74.0,V117,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",미분류,,미분류,하,미분류: 명시적 진료과 키워드 미검출
161,타우시그-빙증후군,Taussig-Bing syndrome,Q20.1,V144,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, syndrome"
160,타이로신대사장애,Disorders of tyrosine metabolism,E70.2,V117,"의료비(급여부분), 특수분유 및 저단백즉석밥",내분비대사내과,,내분비대사내과,중상,"내분비대사내과: 대사, metab"
159,타이로신증,Tyrosinosis,E70.2,V117,"의료비(급여부분), 특수분유 및 저단백즉석밥",신장내과,,신장내과,중상,신장내과: 신증
158,타이로신혈증,Tyrosinaemia,E70.2,V117,"의료비(급여부분), 특수분유 및 저단백즉석밥",미분류,,미분류,하,미분류: 명시적 진료과 키워드 미검출
157,탄력섬유성거짓황색종,Pseudoxanthoma elasticum,Q82.8,V314,의료비(급여부분),미분류,,미분류,하,미분류: 명시적 진료과 키워드 미검출
156,탈수소효소피루브산염의 결핍,Deficiency of dehydrogenase pyruvate,E74.4,V117,의료비(급여부분),이비인후과,,이비인후과,중상,이비인후과: nas
155,태아헤모글로빈의 유전적 존속,Hereditary persistence of fetal haemoglobin [HPFH],D56.4,V232,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 태아, 유전, fetal"
154,터프팅장증,Tufting enteropathy (Intestinal epithelial dysplasia),없음,V900,의료비(급여부분),소화기내과,정형외과,소화기내과; 정형외과,중,소화기내과: intestin | 정형외과: dysplasia
153,"털손발톱치아형성이상 1,3형",Trichorhinophalangeal syndrome type I & III,없음,V900,의료비(급여부분),피부과,소아청소년과/의학유전학; 이비인후과; 치과/구강악안면외과,소아청소년과/의학유전학; 피부과; 이비인후과; 치과/구강악안면외과,중,"소아청소년과/의학유전학: syndrome | 피부과: 손발톱 | 이비인후과: rhino | 치과/구강악안면외과: 치아, 치"
152,테이-삭스병,Tay-Sachs’ disease,E75.0,V117,의료비(급여부분),미분류,,미분류,하,미분류: 명시적 진료과 키워드 미검출
151,템플 증후군,Temple syndrome,없음,V900,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, syndrome"
150,"퇴행, 이상 운동, 언어 상실과 발작을 동반한 신경발달장애","Neurodevevelopmental disorder with regression, abnormal movements, loss of speech, and seizures",없음,V900,의료비(급여부분),신경과,소아청소년과/의학유전학; 비뇨의학과,신경과; 소아청소년과/의학유전학; 비뇨의학과,중,"신경과: 신경, 발작, neu, seizure | 소아청소년과/의학유전학: 발달장애 | 비뇨의학과: uro"
149,튜블린병증,Tubulinopathies,없음,V900,의료비(급여부분),신장내과,,신장내과,중상,신장내과: tubul
148,트랜스타이레틴 아밀로이드 심근병증,Transthyretin amyloid cardiomyopathy[ATTR-CM],없음,V900,의료비(급여부분),안과,신경과; 심장내과/소아심장과,안과; 신경과; 심장내과/소아심장과,중,"안과: retin | 신경과: myopath | 심장내과/소아심장과: 심근, 심근병, card"
147,트레처-콜린스 증후군,Treacher Collins syndrome,Q75.4,V182,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, syndrome"
146,트립토판대사장애,Disorder of tryptophan metabolism,E70.8,V117,의료비(급여부분),내분비대사내과,,내분비대사내과,중상,"내분비대사내과: 대사, metab"
145,특발성 무형성빈혈,Idiopathic aplastic anaemia,D61.3,V023,의료비(급여부분),혈액종양내과,,혈액종양내과,중상,혈액종양내과: 빈혈
144,특발성 비특이성 간질성 폐렴,Idiopathic nonspecific interstitial pneumonia,J84.8,V900,의료비(급여부분),신경과,호흡기내과,신경과; 호흡기내과,중,"신경과: 간질, neu | 호흡기내과: 폐"
143,특발성 파킨슨증 또는 파킨슨병,Idiopathic Parkinsonism or Parkinson’s disease,G20,V124,의료비(급여부분),미분류,,미분류,하,미분류: 명시적 진료과 키워드 미검출
142,특발성 폐 헤모시데린증,Idiopathic pulmonary hemosiderosis,E83.1,V900,의료비(급여부분),호흡기내과,혈액종양내과,호흡기내과; 혈액종양내과,중,"호흡기내과: 폐, pulmo | 혈액종양내과: hem"
141,특발성 폐섬유증,Idiopathic pulmonary fibrosis,J84.11,V236,"의료비(급여부분), 인공호흡기 및 기침유발기",호흡기내과,,호흡기내과,중상,"호흡기내과: 폐, pulmo"
140,특발성 흉막실질 탄력섬유증,Idiopathic pleuroparenchymal fibroelastosis,J84.18,V900,의료비(급여부분),비뇨의학과,,비뇨의학과,중상,비뇨의학과: uro
139,파르병,Fahr’s Disease,G23.8,V900,의료비(급여부분),미분류,,미분류,하,미분류: 명시적 진료과 키워드 미검출
138,파리-롬버르그증후군,Parry-Romberg syndrome,G51.8,V900,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, syndrome"
137,파브리(-앤더슨)병,Fabry’s(-Anderson) disease,E75.2,V117,의료비(급여부분),미분류,,미분류,하,미분류: 명시적 진료과 키워드 미검출
136,파종성(∼의) 다발경화증,Multiple sclerosis (of) disseminated,G35,V022,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",미분류,,미분류,하,미분류: 명시적 진료과 키워드 미검출
135,파킨슨병,Parkinson’s disease,G20,V124,의료비(급여부분),미분류,,미분류,하,미분류: 명시적 진료과 키워드 미검출
134,파킨슨증 또는 파킨슨병 NOS,Parkinsonism or Parkinson’s disease NOS,G20,V124,의료비(급여부분),미분류,,미분류,하,미분류: 명시적 진료과 키워드 미검출
133,판막상부 대동맥협착,Supravalvular aortic stenosis,Q25.3,V272,의료비(급여부분),심장내과/소아심장과,,심장내과/소아심장과,중상,"심장내과/소아심장과: 대동맥, 판막, aort"
132,판코니(-드토니)(-드브레)증후군,Fanconi(-de Toni)(-Debré)syndrome,E72.0,V117,의료비(급여부분),이비인후과,소아청소년과/의학유전학,소아청소년과/의학유전학; 이비인후과,중상,"소아청소년과/의학유전학: 증후군, syndrome | 이비인후과: 코"
131,판코니빈혈,Fanconi’s anaemia,D61.0,V023,의료비(급여부분),혈액종양내과,이비인후과,혈액종양내과; 이비인후과,중,혈액종양내과: 빈혈 | 이비인후과: 코
130,팔로네징후,Tetralogy of Fallot,Q21.3,V269,의료비(급여부분),이비인후과,,이비인후과,중상,이비인후과: ot
129,팰리스터-킬리언 증후군,Pallister-Killian syndrome,Q99.8,V900,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, syndrome"
128,팰리스터-홀 증후군,Pallister-Hall syndrome,없음,V900,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, syndrome"
127,페닐알라닐 t-RNA 합성효소 결핍증,Phenylalanyl t-RNA synthetase deficiency,없음,V900,의료비(급여부분),미분류,,미분류,하,미분류: 명시적 진료과 키워드 미검출
126,페르헤이 증후군,Verheij syndrome,없음,V900,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, syndrome"
125,페인골드 증후군 유형 1,Feingold syndrome type 1,없음,V900,의료비(급여부분),정형외과,소아청소년과/의학유전학,소아청소년과/의학유전학; 정형외과,중상,"소아청소년과/의학유전학: 증후군, syndrome | 정형외과: 골"
124,펠란-맥더미드 증후군(22장완 13.3 결손 증후군),Phelan-McDermid syndrome(22q13.3 deletion syndrome),Q87.8,V900,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, 결손, syndrome, deletion"
123,펠리제우스-메르츠바하병,Pelizaeus-Merzbacher disease,E75.2,V900,의료비(급여부분),미분류,,미분류,하,미분류: 명시적 진료과 키워드 미검출
122,편측파킨슨증,Hemiparkinsonism,G20,V124,의료비(급여부분),혈액종양내과,,혈액종양내과,중상,혈액종양내과: hem
121,폐동맥 슬링,Pulmonary artery sling,Q25.7,V900,의료비(급여부분),심장내과/소아심장과,호흡기내과,심장내과/소아심장과; 호흡기내과,중,"심장내과/소아심장과: 폐동맥, arter | 호흡기내과: 폐, pulmo"
120,"폐동맥 협착 또는 폐쇄, 대동맥의 우측위치 및 우심실비대를 동반한 심실중격결손","Ventricular septal defect with pulmonary stenosis or atresia, dextroposition of aorta and hypertrophy of right ventricle",Q21.3,V269,의료비(급여부분),심장내과/소아심장과,소아청소년과/의학유전학; 호흡기내과; 치과/구강악안면외과,소아청소년과/의학유전학; 심장내과/소아심장과; 호흡기내과; 치과/구강악안면외과,중,"소아청소년과/의학유전학: 결손 | 심장내과/소아심장과: 심실, 대동맥, 폐동맥, aort | 호흡기내과: 폐, pulmo | 치과/구강악안면외과: 치"
119,폐동맥의 폐쇄,Atresia of pulmonary artery,Q25.5,V149,의료비(급여부분),심장내과/소아심장과,호흡기내과,심장내과/소아심장과; 호흡기내과,중,"심장내과/소아심장과: 폐동맥, arter | 호흡기내과: 폐, pulmo"
118,폐동맥판폐쇄,Pulmonary valve atresia,Q22.0,V145,의료비(급여부분),심장내과/소아심장과,호흡기내과,심장내과/소아심장과; 호흡기내과,중,"심장내과/소아심장과: 폐동맥, valve | 호흡기내과: 폐, pulmo"
117,폐색성 비대성 심근병증,Obstructive hypertrophic cardiomyopathy,I42.1,V127,의료비(급여부분),신경과,심장내과/소아심장과; 호흡기내과,신경과; 심장내과/소아심장과; 호흡기내과,중,"신경과: myopath | 심장내과/소아심장과: 심근, 심근병, card | 호흡기내과: 폐"
116,폐색혈전혈관염[버거병],Thromboangiitis obliterans[Buerger],I73.1,V129,의료비(급여부분),심장내과/소아심장과,호흡기내과,심장내과/소아심장과; 호흡기내과,중,심장내과/소아심장과: 혈관 | 호흡기내과: 폐
115,폐의 모세관성 혈관종증,Pulmonary capillary hemangiomatosis,없음,V900,의료비(급여부분),심장내과/소아심장과,호흡기내과; 혈액종양내과,심장내과/소아심장과; 호흡기내과; 혈액종양내과,중,"심장내과/소아심장과: 혈관 | 호흡기내과: 폐, pulmo | 혈액종양내과: hem"
114,폐의 사르코이드증,Sarcoidosis of lung,D86.0,V111,의료비(급여부분),호흡기내과,류마티스내과/면역내과; 이비인후과,호흡기내과; 류마티스내과/면역내과; 이비인후과,중,"호흡기내과: 폐, lung | 류마티스내과/면역내과: 사르코이드, sarcoid | 이비인후과: 코"
113,폐정맥의 부정렬을 동반한 폐포 모세혈관 형성이상,Alveolar capillary dysplasia with misalignment of pulmonary veins[ACD/MPV],없음,V900,의료비(급여부분),심장내과/소아심장과,호흡기내과; 정형외과,심장내과/소아심장과; 호흡기내과; 정형외과,중,"심장내과/소아심장과: 정맥, 혈관 | 호흡기내과: 폐, 폐포, pulmo, alveol | 정형외과: dysplasia"
112,폐증상을 동반한 낭성 섬유증,Cystic fibrosis with pulmonary manifestations,E84.0,V120,의료비(급여부분),호흡기내과,,호흡기내과,중상,"호흡기내과: 폐, pulmo"
111,폐침범 동반 전신홍반루푸스,Systemic lupus erythematosus with lung involvement,M32.1,V136,의료비(급여부분),호흡기내과,혈액종양내과; 류마티스내과/면역내과,호흡기내과; 혈액종양내과; 류마티스내과/면역내과,중,"호흡기내과: 폐, lung | 혈액종양내과: hem | 류마티스내과/면역내과: 루푸스, lupus"
110,폐침범을 동반한 다발동맥염[처그-스트라우스],Polyarteritis with lung involvement [Churg- Strauss],M30.1,V134,의료비(급여부분),심장내과/소아심장과,호흡기내과,심장내과/소아심장과; 호흡기내과,중,"심장내과/소아심장과: arter | 호흡기내과: 폐, lung"
109,폐침범을 동반한 전신경화증,Systemic sclerosis with lung involvement,M34.8,V138,의료비(급여부분),신경과,호흡기내과,신경과; 호흡기내과,중,"신경과: 신경 | 호흡기내과: 폐, lung"
108,폐침범을(를) 동반한 쉐그렌증후군,Sjogren’s syndrome with lung involvement,M35.0,V139,의료비(급여부분),호흡기내과,소아청소년과/의학유전학; 류마티스내과/면역내과,소아청소년과/의학유전학; 호흡기내과; 류마티스내과/면역내과,중,"소아청소년과/의학유전학: 증후군, syndrome | 호흡기내과: 폐, lung | 류마티스내과/면역내과: 쉐그렌, sjogren"
107,폐포단백질증,Alveolar proteinosis,J84.0,V222,의료비(급여부분),신경과,호흡기내과; 이비인후과,신경과; 호흡기내과; 이비인후과,중,"신경과: 백질 | 호흡기내과: 폐, 폐포, alveol | 이비인후과: ot"
106,포도당 수송자 1 결핍증,"Glucose transporter type1, GLUT1 deficiency",G93.4,V900,의료비(급여부분),미분류,,미분류,하,미분류: 명시적 진료과 키워드 미검출
105,포도당-6-인산탈수소효소결핍에 의한 빈혈,Anaemia due to glucose-6- phosphate dehydrogenase [G6PD] deficiency,D55.0,V163,의료비(급여부분),혈액종양내과,이비인후과,혈액종양내과; 이비인후과,중,혈액종양내과: 빈혈 | 이비인후과: nas
104,포도막귀밑샘열,Uveoparotid fever[Heerfordt],D86.8,V111,의료비(급여부분),안과,이비인후과,안과; 이비인후과,중,"안과: 포도막, uve | 이비인후과: 귀, ot"
103,포르브스병,Forbes’ disease,E74.0,V117,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비, 옥수수전분",미분류,,미분류,하,미분류: 명시적 진료과 키워드 미검출
102,포르피린증 NOS,Porphyria NOS,E80.2,V118,의료비(급여부분),미분류,,미분류,하,미분류: 명시적 진료과 키워드 미검출
101,포스포에놀피루브산염카르복시카이네이스의 결핍,Deficiency of phosphoenolpyruvate carboxykinase,E74.4,V117,의료비(급여부분),이비인후과,,이비인후과,중상,이비인후과: nas
100,포이츠-제거스 증후군,Peutz-Jeghers syndrome,Q85.8,V216,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, syndrome"
99,포토키-룹스키 증후군,Potocki-Lupski syndrome,Q92.3,V900,의료비(급여부분),이비인후과,소아청소년과/의학유전학,소아청소년과/의학유전학; 이비인후과,중상,"소아청소년과/의학유전학: 증후군, syndrome | 이비인후과: ot"
98,폰 히펠-린다우 증후군,Von Hippel-Lindau syndrome,Q85.8,V216,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, syndrome"
97,폰기에르케병,von Gierke’s disease,E74.0,V117,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비, 옥수수전분",미분류,,미분류,하,미분류: 명시적 진료과 키워드 미검출
96,폰렉클링하우젠병,Von Recklinghausen’s disease,Q85.0,V156,의료비(급여부분),미분류,,미분류,하,미분류: 명시적 진료과 키워드 미검출
95,폰빌레브란트병,Von Willebrand’s disease,D68.0,V009,의료비(급여부분),미분류,,미분류,하,미분류: 명시적 진료과 키워드 미검출
94,폴란드증후군,Poland’s syndrome,Q79.8,V155,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, syndrome"
93,폼페병,Pompe’s disease,E74.0,V117,"의료비(급여부분), 간병비, 인공호흡기 및 기침유발기, 보조기기 구입비",미분류,,미분류,하,미분류: 명시적 진료과 키워드 미검출
92,푸고스축적증,Fucosidosis,E77.1,V117,의료비(급여부분),미분류,,미분류,하,미분류: 명시적 진료과 키워드 미검출
91,푸마라제 결핍(증),Fumarase deficiency,없음,V900,의료비(급여부분),미분류,,미분류,하,미분류: 명시적 진료과 키워드 미검출
